Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product,Category,Brand,Quantity,Unit_Price,Discount_%,Total_Sales,Profit,Payment_Method,Shipping_Method,Order_Status
ORD00180,2026-05-12,CUST0269,Mason Sharma,Pokhara,Keyboard,Accessories,Logitech,3,76.38,10,206.23,26.84,eSewa,Standard,Processing
ORD00181,2026-01-03,CUST0238,Liam Smith,Kathmandu,Laptop,Electronics,Dell,1,863.64,15,734.09,71.61,Card,Standard,Shipped
ORD00182,2026-06-27,CUST0172,Mia Adhikari,Lalitpur,Monitor,Electronics,LG,2,239.83,20,383.73,52.5,Khalti,Standard,Delivered
ORD00183,2026-03-11,CUST0129,Emma Adhikari,Biratnagar,Headphones,Audio,Sony,4,155.2,0,620.8,105.75,eSewa,Standard,Shipped
ORD00184,2026-01-06,CUST0156,Olivia Smith,Lalitpur,Keyboard,Accessories,Logitech,4,49.44,5,187.87,30.61,eSewa,Standard,Shipped
ORD00185,2026-05-01,CUST0257,Liam Thapa,Pokhara,Keyboard,Accessories,Logitech,4,27.8,15,94.52,21.48,Cash,Standard,Cancelled
ORD00186,2026-01-05,CUST0174,Emma Thapa,Chitwan,Laptop,Electronics,Dell,2,845.29,0,1690.58,268.41,Khalti,Standard,Delivered
ORD00187,2026-01-25,CUST0224,Aarav Sharma,Butwal,Monitor,Electronics,LG,1,222.68,10,200.41,47.63,Card,Standard,Processing
ORD00188,2026-03-27,CUST0249,Sita Adhikari,Butwal,Tablet,Electronics,Apple,2,483.71,10,870.68,97.64,Khalti,Standard,Cancelled
ORD00189,2026-01-08,CUST0068,Aarav Adhikari,Biratnagar,Printer,Office,HP,4,165.43,5,628.63,146.88,eSewa,Standard,Delivered
ORD00190,2026-05-31,CUST0297,Sophia Thapa,Butwal,Mouse,Accessories,Logitech,1,20.4,15,17.34,4.17,Khalti,Express,Delivered
ORD00191,2026-06-10,CUST0222,Emma Smith,Biratnagar,Mouse,Accessories,Logitech,1,63.23,10,56.91,5.84,Bank Transfer,Standard,Cancelled
ORD00192,2026-05-17,CUST0208,Bishal Smith,Lalitpur,Headphones,Audio,Sony,2,123.37,20,197.39,38.49,Cash,Standard,Shipped
ORD00193,2026-05-24,CUST0051,Mason Adhikari,Biratnagar,Mouse,Accessories,Logitech,2,8.66,5,16.45,1.84,eSewa,Standard,Delivered
ORD00194,2026-03-14,CUST0288,Emma Sharma,Kathmandu,Monitor,Electronics,LG,3,249.45,5,710.93,137.24,Cash,Standard,Processing
ORD00195,2026-04-05,CUST0267,Sita Adhikari,Biratnagar,Headphones,Audio,Sony,4,125.26,5,475.99,77.63,Khalti,Express,Cancelled
ORD00196,2026-01-12,CUST0013,Aarav Sharma,Biratnagar,Headphones,Audio,Sony,1,157.84,0,157.84,25.77,Card,Standard,Cancelled
ORD00197,2026-05-08,CUST0171,Hari Smith,Pokhara,Headphones,Audio,Sony,4,116.13,0,464.52,103.66,Khalti,Standard,Cancelled
ORD00198,2026-02-15,CUST0066,Liam Smith,Lalitpur,Printer,Office,HP,5,170.06,15,722.75,153.29,Card,Standard,Cancelled
ORD00199,2026-05-28,CUST0293,Hari Sharma,Lalitpur,Printer,Office,HP,1,194.31,0,194.31,43.86,Cash,Express,Shipped
ORD00200,2026-03-31,CUST0277,Emma Thapa,Pokhara,Laptop,Electronics,Dell,2,833.62,0,1667.24,240.21,Bank Transfer,Standard,Cancelled
ORD00201,2026-03-20,CUST0010,Bishal Smith,Pokhara,Tablet,Electronics,Apple,2,490.85,10,883.53,155.11,Cash,Standard,Delivered
ORD00202,2026-03-13,CUST0226,Olivia KC,Chitwan,Mouse,Accessories,Logitech,5,20.06,0,100.3,14.58,eSewa,Express,Delivered
ORD00203,2026-05-12,CUST0033,Sita KC,Butwal,Mouse,Accessories,Logitech,1,6.45,0,6.45,1.58,Cash,Express,Processing
ORD00204,2026-01-09,CUST0185,Hari Adhikari,Butwal,Smartphone,Electronics,Samsung,5,686.18,15,2916.26,304.34,Card,Express,Cancelled
ORD00205,2026-06-05,CUST0157,Aarav Adhikari,Lalitpur,Smartphone,Electronics,Samsung,2,644.78,20,1031.65,249.69,Card,Express,Processing
ORD00206,2026-05-04,CUST0166,Sophia Sharma,Pokhara,Keyboard,Accessories,Logitech,5,39.63,15,168.43,40.53,Khalti,Express,Delivered
ORD00207,2026-05-16,CUST0195,Liam Sharma,Biratnagar,Headphones,Audio,Sony,4,125.84,10,453.02,107.25,Khalti,Express,Cancelled
ORD00208,2026-05-31,CUST0173,Noah Sharma,Pokhara,Mouse,Accessories,Logitech,5,40.0,20,160.0,35.91,Khalti,Express,Shipped
ORD00209,2026-02-12,CUST0261,Liam Thapa,Kathmandu,Tablet,Electronics,Apple,4,516.75,20,1653.6,315.91,Khalti,Standard,Cancelled
ORD00210,2026-01-01,CUST0082,Sita Smith,Pokhara,Keyboard,Accessories,Logitech,2,27.4,5,52.06,10.11,Bank Transfer,Standard,Delivered
ORD00211,2026-01-03,CUST0146,Bishal Smith,Butwal,Mouse,Accessories,Logitech,1,21.91,15,18.62,2.81,Cash,Express,Shipped
ORD00212,2026-04-23,CUST0027,Mason Adhikari,Biratnagar,Printer,Office,HP,4,205.63,0,822.52,103.22,eSewa,Express,Cancelled
ORD00213,2026-06-28,CUST0025,Hari Smith,Kathmandu,Headphones,Audio,Sony,4,159.82,5,607.32,111.58,Khalti,Standard,Delivered
ORD00214,2026-06-16,CUST0119,Sita Adhikari,Chitwan,Monitor,Electronics,LG,2,257.38,15,437.55,66.03,Cash,Standard,Shipped
ORD00215,2026-05-19,CUST0175,Sita KC,Chitwan,Mouse,Accessories,Logitech,1,64.61,10,58.15,10.75,Cash,Express,Cancelled
ORD00216,2026-06-22,CUST0290,Mia KC,Lalitpur,Headphones,Audio,Sony,4,136.38,20,436.42,38.65,Card,Standard,Cancelled
ORD00217,2026-04-09,CUST0261,Mason Adhikari,Chitwan,Keyboard,Accessories,Logitech,2,83.07,5,157.83,37.89,Cash,Express,Delivered
ORD00218,2026-03-03,CUST0274,Hari Adhikari,Butwal,Smartphone,Electronics,Samsung,1,630.9,0,630.9,66.38,Khalti,Express,Delivered
ORD00219,2026-01-30,CUST0013,Olivia Smith,Kathmandu,Laptop,Electronics,Dell,1,839.38,10,755.44,142.88,Cash,Express,Shipped
ORD00220,2026-04-12,CUST0118,Hari Sharma,Pokhara,Keyboard,Accessories,Logitech,3,72.98,0,218.94,18.43,Cash,Express,Cancelled
ORD00221,2026-02-01,CUST0030,Liam Smith,Butwal,Laptop,Electronics,Dell,3,872.89,15,2225.87,422.33,Card,Express,Shipped
ORD00222,2026-05-31,CUST0073,Olivia Sharma,Pokhara,Printer,Office,HP,5,187.92,5,892.62,214.32,Cash,Express,Processing
ORD00223,2026-02-01,CUST0202,Emma Adhikari,Lalitpur,Laptop,Electronics,Dell,5,888.8,5,4221.8,801.93,Bank Transfer,Express,Delivered
ORD00224,2026-01-25,CUST0247,Mia Adhikari,Butwal,Smartphone,Electronics,Samsung,4,649.08,0,2596.32,377.31,eSewa,Standard,Shipped
ORD00225,2026-04-14,CUST0055,Sophia Sharma,Biratnagar,Tablet,Electronics,Apple,5,522.28,15,2219.69,261.86,Khalti,Express,Processing
ORD00226,2026-06-12,CUST0077,Hari Thapa,Chitwan,Monitor,Electronics,LG,3,246.93,20,592.63,97.68,Bank Transfer,Express,Processing
ORD00227,2026-03-13,CUST0171,Aarav Thapa,Kathmandu,Keyboard,Accessories,Logitech,5,68.77,0,343.85,81.69,Card,Express,Cancelled
ORD00228,2026-06-21,CUST0181,Mia Adhikari,Lalitpur,Printer,Office,HP,5,203.8,0,1019.0,189.2,Khalti,Standard,Shipped
ORD00229,2026-03-21,CUST0293,Ava Smith,Kathmandu,Monitor,Electronics,LG,2,247.69,20,396.3,60.53,Card,Standard,Delivered
ORD00230,2026-05-06,CUST0276,Aarav Sharma,Butwal,Mouse,Accessories,Logitech,5,21.55,5,102.36,9.74,Cash,Standard,Shipped
ORD00231,2026-06-06,CUST0107,Mason Smith,Butwal,Laptop,Electronics,Dell,3,884.65,10,2388.55,494.65,Bank Transfer,Express,Processing
ORD00232,2026-04-30,CUST0123,Bishal Adhikari,Pokhara,Headphones,Audio,Sony,1,104.82,20,83.86,13.57,Cash,Express,Delivered
ORD00233,2026-05-23,CUST0109,Hari Thapa,Biratnagar,Tablet,Electronics,Apple,3,509.55,0,1528.65,218.62,Cash,Standard,Processing
ORD00234,2026-03-11,CUST0295,Bishal Smith,Pokhara,Headphones,Audio,Sony,5,114.07,20,456.28,51.2,eSewa,Express,Cancelled
ORD00235,2026-02-27,CUST0014,Hari Sharma,Kathmandu,Headphones,Audio,Sony,1,110.31,0,110.31,16.21,Cash,Standard,Shipped
ORD00236,2026-05-14,CUST0242,Mia Thapa,Pokhara,Smartphone,Electronics,Samsung,5,657.3,20,2629.2,318.96,Card,Express,Processing
ORD00237,2026-02-16,CUST0275,Emma Smith,Pokhara,Smartphone,Electronics,Samsung,2,652.85,5,1240.41,285.04,Card,Standard,Cancelled
ORD00238,2026-03-13,CUST0085,Emma Smith,Kathmandu,Monitor,Electronics,LG,1,213.32,20,170.66,38.79,Khalti,Standard,Processing
ORD00239,2026-03-06,CUST0015,Liam Sharma,Biratnagar,Mouse,Accessories,Logitech,2,35.67,15,60.64,15.06,eSewa,Standard,Shipped
ORD00240,2026-03-15,CUST0132,Olivia Thapa,Butwal,Printer,Office,HP,4,172.05,15,584.97,54.44,Khalti,Standard,Cancelled
ORD00241,2026-04-19,CUST0094,Mia KC,Butwal,Printer,Office,HP,3,201.01,20,482.42,102.54,Cash,Express,Shipped
ORD00242,2026-04-17,CUST0279,Mia Sharma,Lalitpur,Headphones,Audio,Sony,2,140.8,15,239.36,21.91,eSewa,Standard,Cancelled
ORD00243,2026-04-23,CUST0066,Mason Thapa,Kathmandu,Smartphone,Electronics,Samsung,2,686.82,5,1304.96,277.0,Card,Express,Cancelled
ORD00244,2026-05-04,CUST0121,Mia KC,Chitwan,Laptop,Electronics,Dell,3,875.61,0,2626.83,387.37,eSewa,Express,Shipped
ORD00245,2026-05-15,CUST0206,Mason Thapa,Biratnagar,Keyboard,Accessories,Logitech,3,45.15,20,108.36,14.57,Khalti,Standard,Delivered
ORD00246,2026-01-30,CUST0270,Aarav Thapa,Lalitpur,Mouse,Accessories,Logitech,1,14.22,15,12.09,1.73,Khalti,Express,Delivered
ORD00247,2026-01-17,CUST0102,Hari Thapa,Kathmandu,Printer,Office,HP,3,201.06,5,573.02,139.28,Khalti,Express,Shipped
ORD00248,2026-04-16,CUST0140,Olivia Thapa,Chitwan,Smartphone,Electronics,Samsung,4,640.95,10,2307.42,372.14,eSewa,Express,Cancelled
ORD00249,2026-03-13,CUST0204,Sophia Thapa,Pokhara,Laptop,Electronics,Dell,3,849.69,5,2421.62,280.1,Card,Express,Processing
ORD00250,2026-06-20,CUST0202,Mason Adhikari,Chitwan,Printer,Office,HP,5,213.42,10,960.39,206.17,Cash,Express,Delivered
ORD00251,2026-01-10,CUST0180,Sita KC,Lalitpur,Keyboard,Accessories,Logitech,5,70.63,5,335.49,81.67,eSewa,Express,Delivered
ORD00252,2026-06-03,CUST0050,Noah Thapa,Chitwan,Tablet,Electronics,Apple,3,483.46,0,1450.38,231.21,Card,Express,Processing
ORD00253,2026-02-02,CUST0225,Aarav Smith,Lalitpur,Tablet,Electronics,Apple,2,492.05,20,787.28,76.31,eSewa,Express,Shipped
ORD00254,2026-04-28,CUST0036,Aarav Thapa,Butwal,Mouse,Accessories,Logitech,1,23.78,0,23.78,2.88,Bank Transfer,Express,Delivered
ORD00255,2026-05-24,CUST0166,Hari Sharma,Biratnagar,Laptop,Electronics,Dell,2,889.03,5,1689.16,312.07,eSewa,Express,Delivered
ORD00256,2026-05-02,CUST0182,Ava KC,Biratnagar,Laptop,Electronics,Dell,1,877.77,15,746.1,149.6,Bank Transfer,Express,Shipped
ORD00257,2026-05-04,CUST0020,Mia Smith,Chitwan,Printer,Office,HP,1,180.17,15,153.14,12.38,Bank Transfer,Express,Cancelled
ORD00258,2026-01-27,CUST0095,Sophia Adhikari,Pokhara,Monitor,Electronics,LG,4,212.92,15,723.93,107.98,Khalti,Express,Processing
ORD00259,2026-05-28,CUST0182,Olivia Sharma,Biratnagar,Printer,Office,HP,3,185.88,10,501.88,40.58,Khalti,Standard,Shipped
ORD00260,2026-06-22,CUST0110,Liam Smith,Chitwan,Mouse,Accessories,Logitech,1,62.66,20,50.13,5.61,Cash,Standard,Delivered
ORD00261,2026-05-15,CUST0086,Sita Sharma,Biratnagar,Tablet,Electronics,Apple,4,491.82,10,1770.55,176.81,Bank Transfer,Standard,Shipped
ORD00262,2026-02-07,CUST0147,Mason Smith,Pokhara,Headphones,Audio,Sony,3,145.45,10,392.71,36.04,Bank Transfer,Express,Shipped
ORD00263,2026-01-21,CUST0145,Ava KC,Butwal,Keyboard,Accessories,Logitech,1,63.88,5,60.69,9.97,Card,Express,Cancelled
ORD00264,2026-03-27,CUST0141,Mason KC,Butwal,Headphones,Audio,Sony,2,147.54,15,250.82,32.88,Bank Transfer,Standard,Shipped
ORD00265,2026-05-29,CUST0077,Sophia Adhikari,Chitwan,Keyboard,Accessories,Logitech,1,53.41,10,48.07,9.03,eSewa,Express,Delivered
ORD00266,2026-04-01,CUST0096,Sita Sharma,Lalitpur,Keyboard,Accessories,Logitech,2,31.18,5,59.24,12.68,Card,Standard,Delivered
ORD00267,2026-06-11,CUST0228,Sita Thapa,Lalitpur,Monitor,Electronics,LG,2,216.67,0,433.34,67.92,eSewa,Express,Processing
ORD00268,2026-06-09,CUST0124,Noah KC,Lalitpur,Keyboard,Accessories,Logitech,3,73.48,15,187.37,20.35,Bank Transfer,Standard,Delivered
ORD00269,2026-04-26,CUST0082,Noah Sharma,Chitwan,Smartphone,Electronics,Samsung,1,665.43,5,632.16,84.58,Card,Express,Delivered
ORD00270,2026-01-21,CUST0110,Sophia Sharma,Kathmandu,Laptop,Electronics,Dell,1,859.45,5,816.48,173.1,Card,Standard,Processing
ORD00271,2026-03-08,CUST0004,Liam Smith,Butwal,Printer,Office,HP,5,186.55,20,746.2,80.54,eSewa,Standard,Shipped
ORD00272,2026-05-08,CUST0197,Emma Smith,Chitwan,Monitor,Electronics,LG,3,205.26,10,554.2,73.86,Cash,Standard,Shipped
ORD00273,2026-04-27,CUST0082,Mason KC,Pokhara,Monitor,Electronics,LG,5,233.85,5,1110.79,130.63,Bank Transfer,Express,Shipped
ORD00274,2026-03-11,CUST0258,Hari Thapa,Butwal,Keyboard,Accessories,Logitech,5,58.01,5,275.55,23.46,Cash,Standard,Cancelled
ORD00275,2026-02-23,CUST0253,Sita Sharma,Kathmandu,Smartphone,Electronics,Samsung,3,634.4,20,1522.56,191.32,Khalti,Express,Cancelled
ORD00276,2026-05-20,CUST0146,Hari Smith,Chitwan,Tablet,Electronics,Apple,3,499.83,15,1274.57,267.26,eSewa,Standard,Processing
ORD00277,2026-06-03,CUST0005,Olivia KC,Butwal,Keyboard,Accessories,Logitech,2,70.89,15,120.51,22.39,Cash,Express,Shipped
ORD00278,2026-02-17,CUST0294,Sophia Sharma,Pokhara,Smartphone,Electronics,Samsung,1,644.52,10,580.07,84.24,eSewa,Standard,Cancelled
ORD00279,2026-03-17,CUST0147,Ava Smith,Pokhara,Mouse,Accessories,Logitech,2,24.66,10,44.39,3.57,eSewa,Express,Delivered
ORD00280,2026-04-11,CUST0273,Liam Sharma,Biratnagar,Laptop,Electronics,Dell,3,860.81,20,2065.94,457.38,Card,Express,Cancelled
ORD00281,2026-01-24,CUST0112,Liam Adhikari,Chitwan,Mouse,Accessories,Logitech,3,37.22,20,89.33,13.12,Cash,Express,Delivered
ORD00282,2026-04-12,CUST0177,Mason Sharma,Kathmandu,Laptop,Electronics,Dell,2,882.92,5,1677.55,198.09,Khalti,Express,Delivered
ORD00283,2026-02-06,CUST0207,Noah Thapa,Biratnagar,Tablet,Electronics,Apple,5,506.48,20,2025.92,355.88,Card,Standard,Processing
ORD00284,2026-06-04,CUST0269,Bishal Thapa,Pokhara,Smartphone,Electronics,Samsung,3,640.36,5,1825.03,382.63,Cash,Express,Shipped
ORD00285,2026-02-24,CUST0233,Emma Thapa,Biratnagar,Tablet,Electronics,Apple,5,498.98,0,2494.9,331.89,Cash,Standard,Shipped
ORD00286,2026-06-11,CUST0267,Sophia Adhikari,Lalitpur,Monitor,Electronics,LG,5,226.94,15,964.5,223.75,eSewa,Express,Processing
ORD00287,2026-02-25,CUST0292,Liam KC,Kathmandu,Printer,Office,HP,1,167.42,20,133.94,32.69,Cash,Express,Delivered
ORD00288,2026-01-29,CUST0195,Sophia Thapa,Kathmandu,Monitor,Electronics,LG,2,226.99,20,363.18,75.95,Cash,Standard,Processing
ORD00289,2026-05-07,CUST0184,Mason Smith,Butwal,Laptop,Electronics,Dell,3,861.22,15,2196.11,336.57,Khalti,Express,Delivered
ORD00290,2026-05-03,CUST0008,Liam KC,Chitwan,Smartphone,Electronics,Samsung,3,684.25,20,1642.2,387.31,eSewa,Standard,Processing
ORD00291,2026-01-01,CUST0219,Aarav Smith,Butwal,Mouse,Accessories,Logitech,5,35.1,20,140.4,30.75,Cash,Standard,Delivered
ORD00292,2026-06-03,CUST0251,Aarav Thapa,Pokhara,Smartphone,Electronics,Samsung,4,634.73,10,2285.03,273.2,eSewa,Standard,Shipped
ORD00293,2026-05-04,CUST0052,Bishal Smith,Chitwan,Mouse,Accessories,Logitech,4,14.6,15,49.64,8.44,Khalti,Standard,Delivered
ORD00294,2026-05-03,CUST0178,Mason Sharma,Butwal,Headphones,Audio,Sony,2,153.86,20,246.18,38.99,Bank Transfer,Express,Delivered
ORD00295,2026-06-13,CUST0264,Liam Adhikari,Biratnagar,Tablet,Electronics,Apple,2,538.23,0,1076.46,228.45,eSewa,Standard,Shipped
ORD00296,2026-03-26,CUST0205,Sita Thapa,Chitwan,Keyboard,Accessories,Logitech,2,37.0,15,62.9,10.98,Card,Standard,Delivered
ORD00297,2026-06-01,CUST0201,Mason KC,Biratnagar,Headphones,Audio,Sony,5,118.44,20,473.76,65.08,Bank Transfer,Standard,Processing
ORD00298,2026-05-06,CUST0196,Liam Adhikari,Kathmandu,Printer,Office,HP,1,199.01,5,189.06,39.75,eSewa,Standard,Delivered
ORD00299,2026-01-09,CUST0083,Mia Thapa,Lalitpur,Printer,Office,HP,2,164.17,20,262.67,47.29,eSewa,Express,Processing
ORD00300,2026-02-06,CUST0126,Hari KC,Kathmandu,Mouse,Accessories,Logitech,3,15.13,20,36.31,3.46,Bank Transfer,Standard,Shipped
ORD00301,2026-02-22,CUST0132,Mason Sharma,Pokhara,Keyboard,Accessories,Logitech,3,45.04,0,135.12,10.92,eSewa,Express,Cancelled
ORD00302,2026-06-28,CUST0132,Aarav KC,Pokhara,Printer,Office,HP,4,218.58,10,786.89,125.77,Cash,Standard,Processing
ORD00303,2026-04-27,CUST0117,Liam Sharma,Lalitpur,Tablet,Electronics,Apple,1,536.52,10,482.87,79.37,Khalti,Express,Shipped
ORD00304,2026-01-15,CUST0118,Mason Sharma,Biratnagar,Mouse,Accessories,Logitech,4,8.38,0,33.52,2.73,Cash,Express,Processing
ORD00305,2026-01-19,CUST0223,Liam Smith,Lalitpur,Keyboard,Accessories,Logitech,3,42.75,10,115.42,25.11,Khalti,Express,Processing
ORD00306,2026-02-11,CUST0157,Aarav Sharma,Butwal,Printer,Office,HP,2,198.98,10,358.16,66.01,Khalti,Standard,Delivered
ORD00307,2026-02-26,CUST0173,Bishal Sharma,Kathmandu,Headphones,Audio,Sony,4,103.67,0,414.68,86.3,Bank Transfer,Standard,Shipped
ORD00308,2026-01-13,CUST0271,Olivia Smith,Butwal,Tablet,Electronics,Apple,5,519.4,20,2077.6,458.16,Khalti,Standard,Shipped
ORD00309,2026-01-07,CUST0010,Bishal Sharma,Biratnagar,Printer,Office,HP,4,218.02,15,741.27,179.47,eSewa,Standard,Cancelled
ORD00310,2026-04-25,CUST0034,Bishal Thapa,Butwal,Monitor,Electronics,LG,4,258.35,5,981.73,90.47,eSewa,Express,Delivered
ORD00311,2026-01-18,CUST0066,Aarav Smith,Biratnagar,Mouse,Accessories,Logitech,2,43.91,5,83.43,8.51,Cash,Express,Delivered
ORD00312,2026-02-15,CUST0107,Hari Smith,Pokhara,Headphones,Audio,Sony,5,124.37,10,559.67,67.47,Bank Transfer,Standard,Delivered
ORD00313,2026-05-15,CUST0145,Aarav Thapa,Biratnagar,Printer,Office,HP,5,181.18,5,860.61,78.12,Bank Transfer,Express,Processing
ORD00314,2026-06-07,CUST0286,Noah Thapa,Kathmandu,Headphones,Audio,Sony,1,134.69,5,127.96,12.97,Khalti,Standard,Shipped
ORD00315,2026-02-11,CUST0090,Noah Adhikari,Biratnagar,Monitor,Electronics,LG,5,248.41,0,1242.05,234.97,Card,Standard,Delivered
ORD00316,2026-01-29,CUST0221,Emma Thapa,Kathmandu,Printer,Office,HP,2,215.29,20,344.46,32.93,eSewa,Express,Delivered
ORD00317,2026-02-03,CUST0020,Mason KC,Pokhara,Laptop,Electronics,Dell,5,862.36,20,3449.44,686.62,Khalti,Express,Processing
ORD00318,2026-03-05,CUST0176,Mia Thapa,Chitwan,Laptop,Electronics,Dell,5,845.23,5,4014.84,461.64,Card,Standard,Processing
ORD00319,2026-04-11,CUST0088,Hari Thapa,Butwal,Printer,Office,HP,3,183.39,20,440.14,48.66,Bank Transfer,Express,Delivered
ORD00320,2026-01-11,CUST0042,Mason Smith,Butwal,Monitor,Electronics,LG,2,210.95,15,358.61,73.93,Khalti,Express,Cancelled
ORD00321,2026-02-26,CUST0114,Mia Sharma,Pokhara,Mouse,Accessories,Logitech,3,62.89,0,188.67,38.83,Bank Transfer,Standard,Processing
ORD00322,2026-02-06,CUST0185,Mia Adhikari,Biratnagar,Printer,Office,HP,2,175.72,5,333.87,46.2,Cash,Standard,Delivered
ORD00323,2026-06-18,CUST0034,Ava Thapa,Kathmandu,Monitor,Electronics,LG,2,231.84,15,394.13,49.12,Card,Express,Cancelled
ORD00324,2026-06-05,CUST0286,Sita Sharma,Pokhara,Laptop,Electronics,Dell,5,872.98,15,3710.16,528.59,eSewa,Standard,Delivered
ORD00325,2026-02-20,CUST0260,Emma Adhikari,Butwal,Smartphone,Electronics,Samsung,3,687.46,20,1649.9,199.02,Cash,Standard,Delivered
ORD00326,2026-02-19,CUST0016,Noah Smith,Pokhara,Mouse,Accessories,Logitech,1,39.09,20,31.27,7.45,Khalti,Standard,Delivered
ORD00327,2026-04-25,CUST0100,Mia Adhikari,Biratnagar,Mouse,Accessories,Logitech,2,29.03,15,49.35,11.23,Cash,Express,Delivered
ORD00328,2026-03-28,CUST0190,Sita Smith,Butwal,Laptop,Electronics,Dell,3,838.62,5,2390.07,257.06,Khalti,Express,Delivered
ORD00329,2026-02-09,CUST0090,Aarav Sharma,Butwal,Keyboard,Accessories,Logitech,1,67.98,15,57.78,4.73,Bank Transfer,Express,Shipped
ORD00330,2026-06-06,CUST0034,Noah Thapa,Pokhara,Headphones,Audio,Sony,2,114.43,10,205.97,36.88,Bank Transfer,Express,Processing
ORD00331,2026-03-31,CUST0300,Sophia Adhikari,Pokhara,Monitor,Electronics,LG,3,251.3,15,640.82,142.1,Card,Standard,Cancelled
ORD00332,2026-06-11,CUST0103,Hari KC,Lalitpur,Mouse,Accessories,Logitech,1,53.84,20,43.07,8.1,Cash,Express,Delivered
ORD00333,2026-04-26,CUST0119,Hari Smith,Biratnagar,Laptop,Electronics,Dell,2,887.58,5,1686.4,241.85,eSewa,Standard,Delivered
ORD00334,2026-06-28,CUST0085,Hari Adhikari,Biratnagar,Monitor,Electronics,LG,1,233.85,20,187.08,17.09,Card,Express,Cancelled
ORD00335,2026-06-27,CUST0274,Hari Smith,Kathmandu,Monitor,Electronics,LG,4,230.39,5,875.48,148.2,Card,Standard,Shipped
ORD00336,2026-02-26,CUST0004,Ava Smith,Butwal,Headphones,Audio,Sony,3,159.51,10,430.68,94.29,Cash,Express,Processing
ORD00337,2026-06-22,CUST0191,Hari KC,Kathmandu,Tablet,Electronics,Apple,1,510.67,20,408.54,77.48,Cash,Standard,Cancelled
ORD00338,2026-03-12,CUST0298,Ava Thapa,Pokhara,Mouse,Accessories,Logitech,1,60.21,10,54.19,6.81,Bank Transfer,Standard,Shipped
ORD00339,2026-01-13,CUST0012,Ava KC,Butwal,Headphones,Audio,Sony,4,104.25,20,333.6,43.71,Bank Transfer,Express,Cancelled
ORD00340,2026-05-29,CUST0051,Mia Sharma,Pokhara,Keyboard,Accessories,Logitech,2,64.95,15,110.42,26.41,Bank Transfer,Express,Processing
ORD00341,2026-06-20,CUST0056,Liam Smith,Pokhara,Laptop,Electronics,Dell,4,832.54,20,2664.13,267.7,Cash,Express,Cancelled
ORD00342,2026-03-25,CUST0267,Sophia Smith,Kathmandu,Monitor,Electronics,LG,3,259.06,5,738.32,119.6,Card,Express,Cancelled
ORD00343,2026-05-30,CUST0298,Mason Smith,Chitwan,Monitor,Electronics,LG,2,251.61,0,503.22,114.38,Cash,Express,Delivered
ORD00344,2026-05-18,CUST0106,Mia KC,Butwal,Monitor,Electronics,LG,2,239.49,20,383.18,43.3,Bank Transfer,Express,Shipped
ORD00345,2026-01-20,CUST0061,Hari Adhikari,Lalitpur,Smartphone,Electronics,Samsung,2,682.25,10,1228.05,191.13,Card,Standard,Delivered
ORD00346,2026-06-25,CUST0046,Sita Smith,Lalitpur,Laptop,Electronics,Dell,2,857.1,10,1542.78,199.46,Bank Transfer,Express,Cancelled
ORD00347,2026-01-16,CUST0172,Aarav KC,Biratnagar,Printer,Office,HP,2,166.68,10,300.02,64.24,Khalti,Express,Processing
ORD00348,2026-05-17,CUST0115,Hari Thapa,Butwal,Keyboard,Accessories,Logitech,1,58.83,0,58.83,9.25,eSewa,Express,Processing
ORD00349,2026-03-17,CUST0169,Mia KC,Butwal,Monitor,Electronics,LG,2,230.19,5,437.36,63.2,Card,Standard,Processing
ORD00350,2026-05-13,CUST0092,Mason Thapa,Pokhara,Mouse,Accessories,Logitech,3,11.46,15,29.22,6.51,eSewa,Express,Cancelled
ORD00351,2026-05-06,CUST0288,Aarav KC,Butwal,Printer,Office,HP,5,161.03,20,644.12,119.1,Cash,Express,Cancelled
ORD00352,2026-01-05,CUST0046,Aarav KC,Pokhara,Monitor,Electronics,LG,4,244.36,20,781.95,83.91,Bank Transfer,Express,Delivered
ORD00353,2026-04-16,CUST0140,Noah Thapa,Pokhara,Laptop,Electronics,Dell,2,862.2,15,1465.74,363.77,Card,Express,Processing
ORD00354,2026-06-21,CUST0034,Aarav KC,Pokhara,Headphones,Audio,Sony,5,106.8,0,534.0,74.63,Cash,Express,Cancelled
ORD00355,2026-05-18,CUST0174,Aarav KC,Lalitpur,Laptop,Electronics,Dell,4,854.5,0,3418.0,490.18,Cash,Standard,Delivered
ORD00356,2026-02-28,CUST0268,Sita Thapa,Kathmandu,Printer,Office,HP,5,211.62,20,846.48,132.41,eSewa,Express,Shipped
ORD00357,2026-01-03,CUST0236,Ava KC,Kathmandu,Laptop,Electronics,Dell,4,874.13,5,3321.69,651.5,Card,Express,Delivered
ORD00358,2026-02-01,CUST0003,Mia Thapa,Pokhara,Monitor,Electronics,LG,1,203.26,10,182.93,23.26,Khalti,Express,Processing
ORD00359,2026-01-16,CUST0087,Liam Smith,Kathmandu,Printer,Office,HP,4,198.74,0,794.96,150.39,Khalti,Standard,Shipped
ORD00360,2026-04-02,CUST0116,Emma Sharma,Lalitpur,Printer,Office,HP,1,205.57,15,174.73,41.85,Card,Standard,Delivered
